,job_unique_id,cluster_id,submit_time,partition_id_x,account_id,req_cpus,req_mem_total,req_tres,alloc_nodes,state,priority_x,eligible_time,start_time,elapsed_time,end_time,time_limit,job_summary_id,submit_wait,submit_wait_sec,eligible_wait,eligible_wait_sec,run_time,run_time_sec,job_augment_id,req_mem_per_cpu,time_limit_sec,poll_time,pending_id,poll_wait_sec,partition_id_y,priority_y,q_jobs_above,q_cores_above,q_mem_above,q_core_hours_above,q_core_run_hours,q_p_jobs_above,q_p_cores_above,q_p_mem_above,q_p_core_hours_above,q_p_core_run_hours,q_a_jobs_above,q_a_cores_above,q_a_mem_above,q_a_core_hours_above,q_a_core_run_hours,q_p_a_jobs_above,q_p_a_cores_above,q_p_a_mem_above,q_p_a_core_hours_above,q_p_a_core_run_hours,q_gpus_above,q_p_gpus_above,q_a_gpus_above,q_p_a_gpus_above,q_gpu_hours_above,q_p_gpu_hours_above,q_a_gpu_hours_above,q_p_a_gpu_hours_above,q_gpu_run_hours,q_p_gpu_run_hours,q_a_gpu_run_hours,q_p_a_gpu_run_hours,poll_wait,running_id,r_jobs_above,r_cores_above,r_mem_above,r_core_hours_above,r_p_jobs_above,r_p_cores_above,r_p_mem_above,r_p_core_hours_above,r_a_jobs_above,r_a_cores_above,r_a_mem_above,r_a_core_hours_above,r_p_a_jobs_above,r_p_a_cores_above,r_p_a_mem_above,r_p_a_core_hours_above,r_gpus_above,r_p_gpus_above,r_a_gpus_above,r_p_a_gpus_above,r_gpu_hours_above,r_p_gpu_hours_above,r_a_gpu_hours_above,r_p_a_gpu_hours_above,sshare_id,raw_share_poll,norm_share_poll,raw_use_poll,effect_use_poll,level_fs_poll,norm_use_poll,norm_use_log_poll
2686,68082940,3,2021-06-29 06:26:10,20,18301,8,31968,"billing=8,cpu=8,mem=31968M,node=1",1,COMPLETED,1834014,2021-06-29 06:26:10,2021-06-29 15:36:13,2077,2021-06-29 16:10:50,2 days 00:00:00,68081901,0 days 09:10:03,33003,0 days 09:10:03,33003,0 days 00:34:37,2077,68081901,3996.0,172800,2021-06-29 12:00:00,71937256,12973,20,0.00042454828518,286,11363,46706272,786418.57,298629.59,64,922,3608952,58558.93,8581.31,55,258,1134968,11838.93,485.55,55,258,1134968,11838.93,485.55,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 03:36:13,71937256,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2687,68085651,3,2021-06-29 07:08:32,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:08:32,2021-06-29 15:32:00,33888,2021-06-30 00:56:48,1 days 01:19:00,68084583,0 days 08:23:28,30208,0 days 08:23:28,30208,0 days 09:24:48,33888,68084583,7996.0,91140,2021-06-29 12:00:00,71937267,12720,20,0.00042452733042,297,11409,46902088,788581.2,298662.01,75,968,3804768,60721.57,8613.73,66,304,1330784,14001.57,517.96,66,304,1330784,14001.57,517.96,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 03:32:00,71937267,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2688,68085656,3,2021-06-29 07:08:59,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:08:59,2021-06-29 15:40:23,31308,2021-06-30 00:22:11,1 days 01:19:00,68084588,0 days 08:31:24,30684,0 days 08:31:24,30684,0 days 08:41:48,31308,68084588,7996.0,91140,2021-06-29 12:00:00,71937294,13223,20,0.00042452709759,324,11436,47117980,789264.75,298871.0,102,995,4020660,61405.12,8822.72,93,331,1546676,14685.12,726.96,93,331,1546676,14685.12,726.96,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 03:40:23,71937294,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2689,68085669,3,2021-06-29 07:09:18,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:09:18,2021-06-29 20:11:24,29665,2021-06-30 04:25:49,1 days 01:19:00,68084601,0 days 13:02:06,46926,0 days 13:02:06,46926,0 days 08:14:25,29665,68084601,7996.0,91140,2021-06-29 12:00:00,71937295,29484,20,0.00042452709759,325,11437,47125976,789290.07,298879.7,103,996,4028656,61430.43,8831.42,94,332,1554672,14710.43,735.65,94,332,1554672,14710.43,735.65,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 08:11:24,71937295,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2690,68085670,3,2021-06-29 07:09:26,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:09:26,2021-06-29 20:11:24,24886,2021-06-30 03:06:10,1 days 01:19:00,68084602,0 days 13:01:58,46918,0 days 13:01:58,46918,0 days 06:54:46,24886,68084602,7996.0,91140,2021-06-29 12:00:00,71937288,29484,20,0.00042452709759,318,11430,47070004,789112.85,298823.32,96,989,3972684,61253.22,8775.04,87,325,1498700,14533.22,679.27,87,325,1498700,14533.22,679.27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 08:11:24,71937288,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2691,68085682,3,2021-06-29 07:09:44,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:09:44,2021-06-29 20:11:24,30177,2021-06-30 04:34:21,1 days 01:19:00,68084614,0 days 13:01:40,46900,0 days 13:01:40,46900,0 days 08:22:57,30177,68084614,7996.0,91140,2021-06-29 12:00:00,71937292,29484,20,0.00042452709759,322,11434,47101988,789214.12,298852.02,100,993,4004668,61354.48,8803.75,91,329,1530684,14634.48,707.98,91,329,1530684,14634.48,707.98,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 08:11:24,71937292,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2692,68085684,3,2021-06-29 07:09:53,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:09:53,2021-06-29 20:11:24,20311,2021-06-30 01:49:55,1 days 01:19:00,68084617,0 days 13:01:31,46891,0 days 13:01:31,46891,0 days 05:38:31,20311,68084617,7996.0,91140,2021-06-29 12:00:00,71937291,29484,20,0.00042452709759,321,11433,47093992,789188.8,298846.38,99,992,3996672,61329.17,8798.1,90,328,1522688,14609.17,702.34,90,328,1522688,14609.17,702.34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 08:11:24,71937291,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2693,68085667,3,2021-06-29 07:09:08,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:09:08,2021-06-29 21:04:28,38142,2021-06-30 07:40:10,1 days 01:19:00,68084599,0 days 13:55:20,50120,0 days 13:55:20,50120,0 days 10:35:42,38142,68084599,7996.0,91140,2021-06-29 12:00:00,71937293,32668,20,0.00042452709759,323,11435,47109984,789239.43,298860.41,101,994,4012664,61379.8,8812.13,92,330,1538680,14659.8,716.36,92,330,1538680,14659.8,716.36,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 09:04:28,71937293,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2694,68085673,3,2021-06-29 07:09:36,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:09:36,2021-06-29 20:11:24,37128,2021-06-30 06:30:12,1 days 01:19:00,68084605,0 days 13:01:48,46908,0 days 13:01:48,46908,0 days 10:18:48,37128,68084605,7996.0,91140,2021-06-29 12:00:00,71937287,29484,20,0.00042452709759,317,11429,47062008,789087.53,298813.0,95,988,3964688,61227.9,8764.72,86,324,1490704,14507.9,668.96,86,324,1490704,14507.9,668.96,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 08:11:24,71937287,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2695,68085688,3,2021-06-29 07:10:02,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:10:02,2021-06-29 21:04:29,22835,2021-06-30 03:25:04,1 days 01:19:00,68084621,0 days 13:54:27,50067,0 days 13:54:27,50067,0 days 06:20:35,22835,68084621,7996.0,91140,2021-06-29 12:00:00,71937290,32669,20,0.00042452709759,320,11432,47085996,789163.48,298840.04,98,991,3988676,61303.85,8791.76,89,327,1514692,14583.85,695.99,89,327,1514692,14583.85,695.99,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 09:04:29,71937290,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2696,68085709,3,2021-06-29 07:10:29,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:10:29,2021-06-29 21:04:29,30227,2021-06-30 05:28:16,1 days 01:19:00,68084642,0 days 13:54:00,50040,0 days 13:54:00,50040,0 days 08:23:47,30227,68084642,7996.0,91140,2021-06-29 12:00:00,71937269,32669,20,0.00042452709759,299,11411,46918080,788631.83,298680.4,77,970,3820760,60772.2,8632.12,68,306,1346776,14052.2,536.36,68,306,1346776,14052.2,536.36,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 09:04:29,71937269,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2697,68085692,3,2021-06-29 07:10:10,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:10:10,2021-06-29 21:04:29,35320,2021-06-30 06:53:09,1 days 01:19:00,68084625,0 days 13:54:19,50059,0 days 13:54:19,50059,0 days 09:48:40,35320,68084625,7996.0,91140,2021-06-29 12:00:00,71937289,32669,20,0.00042452709759,319,11431,47078000,789138.17,298830.23,97,990,3980680,61278.53,8781.95,88,326,1506696,14558.53,686.18,88,326,1506696,14558.53,686.18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 09:04:29,71937289,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2698,68085721,3,2021-06-29 07:10:47,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:10:47,2021-06-29 21:58:51,32413,2021-06-30 06:59:04,1 days 01:19:00,68084654,0 days 14:48:04,53284,0 days 14:48:04,53284,0 days 09:00:13,32413,68084654,7996.0,91140,2021-06-29 12:00:00,71937271,35931,20,0.00042452709759,301,11413,46934072,788682.47,298696.31,79,972,3836752,60822.83,8648.04,70,308,1362768,14102.83,552.27,70,308,1362768,14102.83,552.27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 09:58:51,71937271,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2699,68085693,3,2021-06-29 07:10:19,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:10:19,2021-06-29 21:04:29,34191,2021-06-30 06:34:20,1 days 01:19:00,68084626,0 days 13:54:10,50050,0 days 13:54:10,50050,0 days 09:29:51,34191,68084626,7996.0,91140,2021-06-29 12:00:00,71937285,32669,20,0.00042452709759,315,11427,47046016,789036.9,298795.83,93,986,3948696,61177.27,8747.55,84,322,1474712,14457.27,651.78,84,322,1474712,14457.27,651.78,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 09:04:29,71937285,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2700,68085711,3,2021-06-29 07:10:38,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:10:38,2021-06-29 21:58:51,27059,2021-06-30 05:29:50,1 days 01:19:00,68084644,0 days 14:48:13,53293,0 days 14:48:13,53293,0 days 07:30:59,27059,68084644,7996.0,91140,2021-06-29 12:00:00,71937270,35931,20,0.00042452709759,300,11412,46926076,788657.15,298688.8,78,971,3828756,60797.52,8640.52,69,307,1354772,14077.52,544.75,69,307,1354772,14077.52,544.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 09:58:51,71937270,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2701,68085754,3,2021-06-29 07:11:23,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:11:23,2021-06-29 22:04:49,24281,2021-06-30 04:49:30,1 days 01:19:00,68084686,0 days 14:53:26,53606,0 days 14:53:26,53606,0 days 06:44:41,24281,68084686,7996.0,91140,2021-06-29 12:00:00,71937274,36289,20,0.00042452709759,304,11416,46958060,788758.42,298719.29,82,975,3860740,60898.78,8671.01,73,311,1386756,14178.78,575.24,73,311,1386756,14178.78,575.24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 10:04:49,71937274,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2702,68085725,3,2021-06-29 07:10:56,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:10:56,2021-06-29 22:04:49,30091,2021-06-30 06:26:20,1 days 01:19:00,68084657,0 days 14:53:53,53633,0 days 14:53:53,53633,0 days 08:21:31,30091,68084657,7996.0,91140,2021-06-29 12:00:00,71937272,36289,20,0.00042452709759,302,11414,46942068,788707.78,298705.32,80,973,3844748,60848.15,8657.04,71,309,1370764,14128.15,561.27,71,309,1370764,14128.15,561.27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 10:04:49,71937272,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2703,68085736,3,2021-06-29 07:11:05,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:11:05,2021-06-29 22:04:49,20190,2021-06-30 03:41:19,1 days 01:19:00,68084668,0 days 14:53:44,53624,0 days 14:53:44,53624,0 days 05:36:30,20190,68084668,7996.0,91140,2021-06-29 12:00:00,71937273,36289,20,0.00042452709759,303,11415,46950064,788733.1,298713.68,81,974,3852744,60873.47,8665.4,72,310,1378760,14153.47,569.63,72,310,1378760,14153.47,569.63,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 10:04:49,71937273,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2704,68085763,3,2021-06-29 07:11:40,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:11:40,2021-06-29 22:04:49,32325,2021-06-30 07:03:34,1 days 01:19:00,68084695,0 days 14:53:09,53589,0 days 14:53:09,53589,0 days 08:58:45,32325,68084695,7996.0,91140,2021-06-29 12:00:00,71937268,36289,20,0.00042452709759,298,11410,46910084,788606.52,298671.42,76,969,3812764,60746.88,8623.15,67,305,1338780,14026.88,527.38,67,305,1338780,14026.88,527.38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 10:04:49,71937268,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2705,68085760,3,2021-06-29 07:11:32,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:11:32,2021-06-29 22:04:49,33046,2021-06-30 07:15:35,1 days 01:19:00,68084692,0 days 14:53:17,53597,0 days 14:53:17,53597,0 days 09:10:46,33046,68084692,7996.0,91140,2021-06-29 12:00:00,71937275,36289,20,0.00042452709759,305,11417,46966056,788783.73,298726.03,83,976,3868736,60924.1,8677.75,74,312,1394752,14204.1,581.98,74,312,1394752,14204.1,581.98,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 10:04:49,71937275,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2706,68085746,3,2021-06-29 07:11:14,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:11:14,2021-06-29 22:04:49,27643,2021-06-30 05:45:32,1 days 01:19:00,68084678,0 days 14:53:35,53615,0 days 14:53:35,53615,0 days 07:40:43,27643,68084678,7996.0,91140,2021-06-29 12:00:00,71937286,36289,20,0.00042452709759,316,11428,47054012,789062.22,298805.32,94,987,3956692,61202.58,8757.05,85,323,1482708,14482.58,661.28,85,323,1482708,14482.58,661.28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 10:04:49,71937286,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2707,68085764,3,2021-06-29 07:11:50,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:11:50,2021-06-29 22:04:49,26332,2021-06-30 05:23:41,1 days 01:19:00,68084696,0 days 14:52:59,53579,0 days 14:52:59,53579,0 days 07:18:52,26332,68084696,7996.0,91140,2021-06-29 12:00:00,71937277,36289,20,0.00042452709759,307,11419,46982048,788834.37,298743.81,85,978,3884728,60974.73,8695.53,76,314,1410744,14254.73,599.76,76,314,1410744,14254.73,599.76,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 10:04:49,71937277,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2708,68085767,3,2021-06-29 07:11:58,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1836428,2021-06-29 07:11:58,2021-06-29 22:04:49,30912,2021-06-30 06:40:01,1 days 01:19:00,68084699,0 days 14:52:51,53571,0 days 14:52:51,53571,0 days 08:35:12,30912,68084699,7996.0,91140,2021-06-29 12:00:00,71937278,36289,20,0.00042452709759,308,11420,46990044,788859.68,298751.12,86,979,3892724,61000.05,8702.84,77,315,1418740,14280.05,607.07,77,315,1418740,14280.05,607.07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 10:04:49,71937278,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2709,68085793,3,2021-06-29 07:12:45,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,FAILED,1831496,2021-06-29 07:12:45,2021-06-29 22:10:49,6,2021-06-29 22:10:55,1 days 01:19:00,68084725,0 days 14:58:04,53884,0 days 14:58:04,53884,0 days 00:00:06,6,68084725,7996.0,91140,2021-06-29 12:00:00,71937281,36649,20,0.00042452709759,311,11423,47014032,788935.63,298780.91,89,982,3916712,61076.0,8732.63,80,318,1442728,14356.0,636.86,80,318,1442728,14356.0,636.86,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 10:10:49,71937281,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2710,68085792,3,2021-06-29 07:12:45,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1831496,2021-06-29 07:12:45,2021-06-29 22:10:49,35272,2021-06-30 07:58:41,1 days 01:19:00,68084724,0 days 14:58:04,53884,0 days 14:58:04,53884,0 days 09:47:52,35272,68084724,7996.0,91140,2021-06-29 12:00:00,71937280,36649,20,0.00042452709759,310,11422,47006036,788910.32,298771.11,88,981,3908716,61050.68,8722.83,79,317,1434732,14330.68,627.06,79,317,1434732,14330.68,627.06,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 10:10:49,71937280,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2711,68085794,3,2021-06-29 07:12:45,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1831496,2021-06-29 07:12:45,2021-06-29 22:10:49,20220,2021-06-30 03:47:49,1 days 01:19:00,68084726,0 days 14:58:04,53884,0 days 14:58:04,53884,0 days 05:37:00,20220,68084726,7996.0,91140,2021-06-29 12:00:00,71937282,36649,20,0.00042452709759,312,11424,47022028,788960.95,298780.91,90,983,3924708,61101.32,8732.63,81,319,1450724,14381.32,636.86,81,319,1450724,14381.32,636.86,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 10:10:49,71937282,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2712,68085796,3,2021-06-29 07:12:45,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1831496,2021-06-29 07:12:45,2021-06-29 22:10:49,8637,2021-06-30 00:34:46,1 days 01:19:00,68084728,0 days 14:58:04,53884,0 days 14:58:04,53884,0 days 02:23:57,8637,68084728,7996.0,91140,2021-06-29 12:00:00,71937284,36649,20,0.00042452709759,314,11426,47038020,789011.58,298793.43,92,985,3940700,61151.95,8745.15,83,321,1466716,14431.95,649.38,83,321,1466716,14431.95,649.38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 10:10:49,71937284,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
2713,68085791,3,2021-06-29 07:12:45,20,18301,1,7996,"billing=1,cpu=1,mem=7996M,node=1",1,COMPLETED,1831496,2021-06-29 07:12:45,2021-06-29 22:04:49,41048,2021-06-30 09:28:57,1 days 01:19:00,68084723,0 days 14:52:04,53524,0 days 14:52:04,53524,0 days 11:24:08,41048,68084723,7996.0,91140,2021-06-29 12:00:00,71937279,36289,20,0.00042452709759,309,11421,46998040,788885.0,298759.71,87,980,3900720,61025.37,8711.43,78,316,1426736,14305.37,615.66,78,316,1426736,14305.37,615.66,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 10:04:49,71937279,4884,31238,111897700,1337952.83,1456,4207,10190552,129454.42,440,1973,8248108,37544.98,193,767,3068932,27678.42,0,0,0,0,0.0,0.0,0.0,0.0,11568099,1325000,0.022584,1253849017,0.03877,0.5825122517410369,1.7167020899752037,0.5404050607316495
